                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.71588,                 1.7428,                 1.8506,                 1.2367,                0.81809,                   0.09,                0.14502,                0.08897,                0.81809,                   0.09,                0.13416,                0.06156,                 1.4178,                 8.0648,                 3.7008,                 1.6207,             0.00043342,             0.00043342,             0.00043342
